name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"42.3572011,-71.0791449",2024-07-22,81,63,71.8,83.8,63,72,63.4,75.4,0,0,0,,0,0,19.7,15.6,123,1018.1,76.5,9.9,175.9,15.2,8,10,2024-07-22T05:27:39,2024-07-22T20:13:33,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-23,74.1,66.2,70.7,74.1,66.2,70.7,65.8,84.9,0.024,100,12.5,rain,0,0,10.3,10.9,122.7,1018,94,9.7,63.7,5.6,3,10,2024-07-23T05:28:35,2024-07-23T20:12:39,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-24,68.3,64.4,66.3,68.3,64.4,66.3,63.9,92.2,0.013,100,8.33,rain,0,0,13.9,11.9,86.4,1021.4,97.5,7.6,43.9,3.9,2,10,2024-07-24T05:29:32,2024-07-24T20:11:43,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-25,82,62.7,72.6,85,62.7,73,64,77.3,0.008,100,4.17,rain,0,0,29.4,15.4,236.8,1016,92.1,7.2,67.8,5.6,3,30,2024-07-25T05:30:30,2024-07-25T20:10:46,0.65,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-26,84.9,65.2,74.6,82.9,65.2,74.3,54.4,50.9,0,0,0,,0,0,27.3,15.8,314,1016,39.6,9.9,230.7,20,9,10,2024-07-26T05:31:28,2024-07-26T20:09:46,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-27,82.6,66.7,73.5,82.1,66.7,73.5,56.3,55.8,0,0,0,,0,0,26.4,16.2,76.2,1019.4,29.8,9.7,197.3,17.1,8,10,2024-07-27T05:32:27,2024-07-27T20:08:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-28,77.4,62.8,69.7,77.4,62.8,69.7,60.2,72.8,0.003,100,8.33,rain,0,0,19.7,11.2,90.3,1019.8,61.4,9,192,16.6,9,10,2024-07-28T05:33:26,2024-07-28T20:07:42,0.76,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-29,73,66.1,68.9,73,66.1,68.9,60.7,75.5,0.04,100,20.83,rain,0,0,18.3,11.1,242.6,1015.3,92.6,9.7,42.5,3.8,2,10,2024-07-29T05:34:26,2024-07-29T20:06:38,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-30,89.1,66.3,78.1,94.3,66.3,79.8,68.2,73.6,0,0,0,,0,0,28.9,18.9,194,1014.9,57.6,9.8,134.3,11.7,6,60,2024-07-30T05:35:26,2024-07-30T20:05:32,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-07-31,84.1,70.4,76.7,89.9,70.4,78.1,71.2,83.8,0.19,100,16.67,rain,0,0,31.5,16.8,188.4,1013.1,81.4,9.7,93.9,8.2,6,30,2024-07-31T05:36:27,2024-07-31T20:04:24,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-01,93.7,74.8,83.7,97.5,74.8,85.7,68.7,63.6,0,0,0,,0,0,25.3,13.6,265.3,1011.4,42.4,9.9,165.8,14.3,6,30,2024-08-01T05:37:28,2024-08-01T20:03:15,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-02,86.7,74.1,80.2,91.2,74.1,81.9,69.3,70,0.68,100,16.67,rain,0,0,19.7,13,144.7,1012.1,60.2,9.8,148.1,12.8,7,30,2024-08-02T05:38:29,2024-08-02T20:02:04,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-03,90.9,74.2,81,96.3,74.2,83.8,72.4,77,0.001,100,4.17,rain,0,0,26,13.9,225,1008.8,81.2,9.3,164.9,14.2,8,30,2024-08-03T05:39:30,2024-08-03T20:00:52,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-04,86.5,72.2,77.4,91.7,72.2,78.6,70.3,79.5,0.357,100,29.17,rain,0,0,31.1,17.8,231.4,1011.4,86.7,9.2,115.6,10.1,7,30,2024-08-04T05:40:32,2024-08-04T19:59:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05,83.9,71.6,77.5,86.7,71.6,78.5,68.6,75.1,0,0,0,,0,0,25.3,17.6,212.9,1014.1,60.9,9.9,174.8,15.1,8,30,2024-08-05T05:41:34,2024-08-05T19:58:23,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06,79,65.1,69.5,79,65.1,69.5,64.3,84.2,0.346,100,25,rain,0,0,19.5,14.7,57.6,1015,98.4,9,26.9,2.3,1,10,2024-08-06T05:42:37,2024-08-06T19:57:06,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07,69.3,60.2,64,69.3,60.2,64,58.6,82.9,0.435,100,37.5,rain,0,0,16.1,16.2,64.4,1017.2,80.7,9.4,73.8,6.5,3,10,2024-08-07T05:43:39,2024-08-07T19:55:48,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08,71.2,59.4,65.1,71.2,59.4,65.1,60.6,85.8,0.193,100,12.5,rain,0,0,23,12.5,85.4,1021.2,65.6,9.1,120.8,10.4,9,10,2024-08-08T05:44:42,2024-08-08T19:54:29,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09,84.8,64.2,72.7,91.7,64.2,74.1,69.3,89.7,0.118,100,33.33,rain,0,0,44.3,30.1,166.5,1015.6,98.3,5.3,67.3,5.9,4,30,2024-08-09T05:45:45,2024-08-09T19:53:08,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-10,88.8,74.9,80.1,90,74.9,80.9,66.6,67.2,0.293,100,37.5,rain,0,0,35,21.8,243.3,1010.5,67,9.1,137.7,11.9,9,10,2024-08-10T05:46:48,2024-08-10T19:51:46,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-11,82.1,69.1,75.3,81.4,69.1,75.2,56,52,0,0,0,,0,0,26.2,16.6,241.4,1014,60.8,9.9,167.1,14.5,9,10,2024-08-11T05:47:51,2024-08-11T19:50:23,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-12,78.7,64.5,71.3,78.7,64.5,71.3,55.6,58.4,0.001,100,4.17,rain,0,0,25.3,16.1,273.9,1013.2,48.1,9.9,169.5,14.4,8,10,2024-08-12T05:48:54,2024-08-12T19:48:59,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-13,82,63.4,72.3,81.7,63.4,72.3,56.8,59.7,0,0,0,,0,0,20.8,11.5,303.3,1014,36.4,9.9,183,15.8,8,10,2024-08-13T05:49:58,2024-08-13T19:47:34,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14,78.7,65.8,71.8,78.7,65.8,71.8,60.5,67.9,0,0,0,,0,0,9.2,10,2.4,1016.2,30,9.8,146.8,12.7,7,10,2024-08-14T05:51:01,2024-08-14T19:46:07,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15,77.7,64.8,69.8,77.7,64.8,69.8,63.3,81,0.837,100,20.83,rain,0,0,34.2,20.3,61,1016.5,56.3,8.4,129.8,11.2,6,30,2024-08-15T05:52:04,2024-08-15T19:44:39,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16,72.2,65.4,67.7,72.2,65.4,67.7,64.1,88.7,0.001,100,4.17,rain,0,0,11.4,10.7,76.3,1018,86.7,7.1,71.5,6.3,4,10,2024-08-16T05:53:08,2024-08-16T19:43:11,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17,71.4,62.8,66.2,71.4,62.8,66.2,62.7,88.7,0,0,0,,0,0,13.9,14.5,110.6,1017.6,83.1,6.9,84.3,7.3,6,10,2024-08-17T05:54:11,2024-08-17T19:41:41,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18,69.5,65.1,66.9,69.5,65.1,66.9,64.2,91.1,0.037,100,16.67,rain,0,0,15,10.9,100.8,1014,98.3,6.6,36.6,3.2,2,10,2024-08-18T05:55:15,2024-08-18T19:40:10,0.46,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-19,74.5,66.2,70,74.5,66.2,70,68,93.5,0.256,100,45.83,rain,0,0,12.8,8.8,97.6,1006.2,90.1,6.7,57.4,4.7,3,30,2024-08-19T05:56:18,2024-08-19T19:38:38,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-20,71.7,60.3,65.6,71.7,60.3,65.6,55.2,69.8,0.011,100,4.17,rain,0,0,27.7,15.6,295.8,1008.6,80.5,9.9,117.2,9.9,7,10,2024-08-20T05:57:22,2024-08-20T19:37:06,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-21,74,57.4,65.4,74,57.4,65.4,52.2,63.8,0.002,100,4.17,rain,0,0,21.9,11.1,271.4,1014,42.3,9.9,159.3,13.7,8,10,2024-08-21T05:58:26,2024-08-21T19:35:32,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-22,73.9,57.1,66.1,73.9,57.1,66.1,52.4,62.6,0,0,0,,0,0,19.7,13.4,274.7,1018.7,41,9.9,140.9,12.2,8,10,2024-08-22T05:59:29,2024-08-22T19:33:58,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-23,81,60.3,71.8,80.4,60.3,71.7,53.4,54.9,0,0,0,,0,0,20.8,11.2,269.1,1023,23.9,9.8,173.3,15,8,10,2024-08-23T06:00:33,2024-08-23T19:32:22,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-24,82.2,63.3,71,81.3,63.3,70.9,57.3,63.5,0,0,0,,0,0,19.7,12.3,207.5,1023.1,33,9.8,173.3,14.9,8,10,2024-08-24T06:01:36,2024-08-24T19:30:46,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-25,78.6,64.1,71.4,78.6,64.1,71.4,59.8,67.5,0,0,0,,0,0,9.2,12,89.2,1022.6,53.7,9.8,144.4,12.4,7,10,2024-08-25T06:02:40,2024-08-25T19:29:09,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-26,76,65.4,69.7,76,65.4,69.7,63.7,81.6,0.002,100,8.33,rain,0,0,9.2,12.2,60.5,1020.5,78,9.8,138.6,11.8,8,30,2024-08-26T06:03:43,2024-08-26T19:27:32,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-27,74.3,64.7,69.9,74.3,64.7,69.9,64,82,0,0,0,,0,0,12.8,12.1,113.5,1018.2,27.9,8.9,153.3,13.5,8,10,2024-08-27T06:04:46,2024-08-27T19:25:53,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-28,89.7,69.4,78,91.8,69.4,79.1,64.6,64.8,0,0,0,,0,0,31.1,17.4,268,1012.9,52.2,9.9,128.1,11,7,10,2024-08-28T06:05:50,2024-08-28T19:24:14,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-29,69.3,61.3,65.5,69.3,61.3,65.5,54.1,66.8,0,0,0,,0,0,19.7,13.4,63.6,1024.1,50.9,9.9,142.3,12.4,7,10,2024-08-29T06:06:53,2024-08-29T19:22:35,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-30,69.6,56.8,64.2,69.6,56.8,64.2,55.4,73.6,0,0,0,,0,0,18.3,13.7,81.5,1026.6,34.2,9.8,141.3,12.2,8,10,2024-08-30T06:07:56,2024-08-30T19:20:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-31,79.1,60.5,69.2,79.1,60.5,69.2,61.3,77.3,0,0,0,,0,0,17.2,13.4,157.7,1019.4,79.8,9.8,126.2,11,6,10,2024-08-31T06:09:00,2024-08-31T19:19:14,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-01,82.2,70.1,75.5,85.7,70.1,76.3,68.3,78.9,0,0,0,,0,0,28.7,19,213.6,1010.9,83.8,9.9,72.3,6.2,3,30,2024-09-01T06:10:03,2024-09-01T19:17:32,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-02,75.3,64,71.3,75.3,64,71.3,55.7,59.3,0,0,0,,0,0,25.3,13.3,343,1014.2,56.5,9.9,127,11.1,7,30,2024-09-02T06:11:06,2024-09-02T19:15:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-03,74.8,54.9,65.1,74.8,54.9,65.1,41.5,44.2,0,0,0,,0,0,25.1,14.4,314.3,1024.8,10.1,9.9,162.4,14,8,10,2024-09-03T06:12:09,2024-09-03T19:14:08,0.02,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-04,76.3,57.8,67.9,76.3,57.8,67.9,50.1,54.1,0,0,0,,0,0,10.3,13.2,148.7,1029.8,15.4,9.9,154.2,13.3,8,10,2024-09-04T06:13:13,2024-09-04T19:12:25,0.05,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-05,73.6,59.1,65.9,73.6,59.1,65.9,53.9,67.2,0,0,0,,0,0,15,16.6,117.9,1029.3,19.8,9.9,145.7,12.8,8,10,2024-09-05T06:14:16,2024-09-05T19:10:42,0.09,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-06,71.4,61.4,66.2,71.4,61.4,66.2,61.7,85.7,0,0,0,,0,0,19.5,14.6,46.2,1021,81.7,9.8,73.4,6.4,5,10,2024-09-06T06:15:19,2024-09-06T19:08:58,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-07,73,60.9,67.2,73,60.9,67.2,58.7,75,0.001,100,4.17,rain,0,0,28.5,19.4,326.1,1011.2,92.4,9.8,114.4,9.7,6,10,2024-09-07T06:16:22,2024-09-07T19:07:14,0.15,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-08,69.9,56.2,62.9,69.9,56.2,62.9,45,54.4,0,0,0,,0,0,31,17.9,269.8,1012,34.5,9.9,137.9,12,8,10,2024-09-08T06:17:25,2024-09-08T19:05:29,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-09,75.1,55.8,65.7,75.1,55.8,65.7,45.7,49.8,0,0,0,,0,0,25.4,15.1,247.2,1015.9,32.6,9.9,137,11.9,8,10,2024-09-09T06:18:28,2024-09-09T19:03:45,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-10,78.9,61.2,69.3,78.9,61.2,69.3,48.6,51.1,0,0,0,,0,0,19.7,13.4,286.6,1016.8,31.7,9.9,125.2,10.9,8,10,2024-09-10T06:19:32,2024-09-10T19:02:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-11,72.5,56.5,65.2,72.5,56.5,65.2,45.9,51,0,0,0,,0,0,11.4,14.9,94.6,1022.1,27.4,9.9,126.5,11.1,7,10,2024-09-11T06:20:35,2024-09-11T19:00:14,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-12,79.1,57.9,68.4,79.1,57.9,68.4,53.5,60.9,0,0,0,,0,0,17.2,11.9,199.4,1023.8,18.1,9.9,118,10.2,7,10,2024-09-12T06:21:38,2024-09-12T18:58:29,0.32,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-13,82.3,61.3,70.3,82.4,61.3,70.3,57.7,65.7,0,0,0,,0,0,12.8,12.2,195.8,1023.3,36.6,9.9,114.1,10,7,10,2024-09-13T06:22:41,2024-09-13T18:56:43,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-14,76.3,63.7,68.6,76.3,63.7,68.6,61.2,77.9,0,0,0,,0,0,15,16.5,63.1,1024.8,31,9.7,120,10.4,7,10,2024-09-14T06:23:45,2024-09-14T18:54:57,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-15,73.8,61.5,66.6,73.8,61.5,66.6,57,73.3,0,0,0,,0,0,11.4,14.3,94.2,1028.2,24.6,9.5,124.3,10.8,7,10,2024-09-15T06:24:48,2024-09-15T18:53:11,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-16,75.5,56,66,75.5,56,66,52.3,63.6,0,0,0,,0,0,13.9,14.8,144.8,1026.8,16.8,9.8,120.9,10.3,7,10,2024-09-16T06:25:51,2024-09-16T18:51:25,0.45,Clear,Clear conditions throughout the day.,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-17,77.6,56.7,66.6,77.6,56.7,66.6,54.4,69.1,0,0,0,,0,0,11.4,11.9,172.3,1023.2,56.1,9.8,148.4,12.7,7,10,2024-09-17T06:26:55,2024-09-17T18:49:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-18,71.3,60.1,64.6,71.3,60.1,64.6,60.5,86.9,0,0,0,,0,0,10.3,8.8,98.4,1019.3,77.4,8,107.3,9.3,6,10,2024-09-18T06:27:59,2024-09-18T18:47:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-19,73.9,62,66.9,73.9,62,66.9,62.7,87,0.013,100,8.33,rain,0,0,23,15.8,24.6,1013.5,95.4,7.1,52.6,4.6,2,10,2024-09-19T06:29:02,2024-09-19T18:46:06,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-20,66,61.2,63.2,66,61.2,63.2,59,86.3,0.015,100,20.83,rain,0,0,32.9,25.2,28.8,1014.9,99.8,9.3,14.3,1.1,0,10,2024-09-20T06:30:06,2024-09-20T18:44:20,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-21,60.3,57,58.9,60.3,57,58.9,56.3,91.1,0.873,100,95.83,rain,0,0,28.3,17.6,11.2,1016.4,100,7.9,14.4,1.3,1,10,2024-09-21T06:31:10,2024-09-21T18:42:33,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-22,65.8,56.9,60.2,65.8,56.9,60.2,54.4,81.8,0.08,100,16.67,rain,0,0,30.7,19.3,26.7,1017.5,94.3,9.8,39,3.3,2,10,2024-09-22T06:32:14,2024-09-22T18:40:47,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-23,64.1,54.9,59.5,64.1,54.9,59.5,53.1,79.7,0,0,0,,0,0,25.3,16.7,36.1,1019.3,78.4,9.9,55.8,4.7,2,10,2024-09-23T06:33:18,2024-09-23T18:39:01,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-24,65,52.9,59.7,65,52.9,59.7,53.2,79.5,0.001,100,4.17,rain,0,0,18.3,15.7,44.5,1021.9,82.1,9.9,87,7.6,6,10,2024-09-24T06:34:23,2024-09-24T18:37:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-25,64.3,59.8,61.6,64.3,59.8,61.6,54.1,76.4,0,0,0,,0,0,17.2,14,98.5,1023.4,99.2,9.9,36.5,3,1,10,2024-09-25T06:35:27,2024-09-25T18:35:29,0.76,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-26,69.3,60.1,63.5,69.3,60.1,63.5,60.3,89.5,0.304,100,33.33,rain,0,0,23,12.4,169.4,1019.3,99.6,8.9,19.7,1.9,1,10,2024-09-26T06:36:32,2024-09-26T18:33:43,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-27,79.1,62.9,67.5,79.1,62.9,67.5,58.2,75.2,0,0,0,,0,0,9.2,10.8,232.1,1015.9,78.4,9.9,127.7,11,7,10,2024-09-27T06:37:37,2024-09-27T18:31:58,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-28,67.4,59.7,62.8,67.4,59.7,62.8,58.3,85.6,0,0,0,,0,0,18.3,13.4,72.7,1017.4,78.2,9.8,77.6,6.7,5,10,2024-09-28T06:38:42,2024-09-28T18:30:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-09-29,65.2,57.1,61.1,65.2,57.1,61.1,54.8,80.3,0,0,0,,0,0,9.2,9.9,74.6,1017.8,90.1,9.8,39.1,3.3,2,10,2024-09-29T06:39:47,2024-09-29T18:28:28,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
