name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"42.3572011,-71.0791449",2024-08-05T07:00:00,73.8,73.8,69.1,85.51,0,0,,0,0,10.3,5.4,272,1014.8,26.2,9.8,75,0.3,1,3,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T08:00:00,75.7,75.7,69.4,80.83,0,0,,0,0,10.3,7.6,279,1015.6,24.2,9.9,318,1.1,3,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T09:00:00,79,79,69.4,72.43,0,0,,0,0,9.2,6.8,311,1015.8,24.2,9.9,493,1.8,5,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T10:00:00,81,83.9,68.3,65.46,0,0,,0,0,8.1,10.9,313,1016,24.2,9.9,648,2.3,6,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T11:00:00,83.9,86.7,67.1,57.14,0,0,,0,0,4.7,8.6,283,1015.9,24.2,9.9,762,2.7,8,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T12:00:00,82.6,86,68.9,63.54,0,0,,0,0,5.8,8.5,136,1015.6,25.6,9.9,828,3,8,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T13:00:00,80.3,83.5,69.8,70.47,0,0,,0,0,6.9,11.1,120,1015.5,25.5,9.9,601,2.2,6,30,Partially cloudy,partly-cloudy-day,"AV085,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T14:00:00,82.4,85.8,69,63.91,0,0,,0,0,9.2,13.5,116,1014.6,47.6,9.9,99,0.4,1,30,Partially cloudy,partly-cloudy-day,"AV085,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T15:00:00,79.9,79.9,67,64.68,0,0,,0,0,10.3,13.2,120,1014.4,85,9.9,147,0.5,1,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T16:00:00,80.2,82.5,66.8,63.92,0,0,,0,0,11.4,13.5,111,1013.9,83.9,9.9,129,0.5,1,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T17:00:00,79.2,79.2,68.9,70.73,0,0,,0,0,12.8,9,92,1013,83.9,9.9,40,0.1,0,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T18:00:00,78,78,68,71.38,0,0,,0,0,13.9,6,84,1013.2,83.9,9.9,33,0.1,0,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T19:00:00,75.8,75.8,68.2,77.3,0,0,,0,0,15,3.6,56,1013.3,80.2,9.9,14,0.1,0,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T20:00:00,82.9,86,68,60.94,0,0,,0,0,12.8,7.9,219,1013.4,80.2,9.9,0,0,0,30,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T21:00:00,79.2,79.2,69.8,73.18,0,0,,0,0,11.4,12.4,200,1013,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T22:00:00,80,82.3,66.8,64.05,0,0,,0,0,25.3,17.6,219,1013,45.2,9.9,0,0,0,3,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-05T23:00:00,79,79,65.1,62.38,0,0,,0,0,25.3,15.3,219,1012.8,80.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T00:00:00,79,79,64.3,60.74,0,0,,0,0,19.5,13.2,229,1012.8,90.5,9.9,0,0,0,3,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T01:00:00,78,78,66.1,66.85,0,0,,0,0,16.1,12,229,1012.7,91.7,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T02:00:00,76.7,76.7,67,72.02,0,0,,0,0,15,8.7,229,1012.6,95.2,9.9,0,0,0,3,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T03:00:00,76.7,76.7,68.2,75.04,0,0,,0,0,12.8,8.3,246,1012.2,93.1,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T04:00:00,76.7,76.7,68.1,74.88,0,0,,0,0,11.4,5.5,244,1012.3,99,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T05:00:00,76.6,76.6,68.2,75.27,0.001,100,rain,0,0,9.2,8.3,293,1012.7,95.2,9.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T06:00:00,74.8,74.8,68.2,80.03,0,0,,0,0,9.2,5.3,331,1013.7,100,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T07:00:00,72.1,72.1,68.2,87.37,0.081,100,rain,0,0,10.3,8.6,56,1014.5,100,3.3,9,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T08:00:00,67.2,67.2,66,96.07,0.065,100,rain,0,0,10.3,14.7,41,1014.5,100,9.9,13,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T09:00:00,66.1,66.1,65.1,96.45,0.135,100,rain,0,0,11.4,12.2,42,1015.4,100,4,17,0.1,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-06T10:00:00,66,66,64.2,93.73,0.063,100,rain,0,0,12.8,11.1,60,1015.7,99.8,9.6,50,0.2,1,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T11:00:00,66,66,64.1,93.56,0.001,100,rain,0,0,13.9,9.3,60,1015.8,99.5,9.6,61,0.2,1,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T12:00:00,65.2,65.2,63,92.67,0,0,,0,0,12.8,10,52,1016,99.5,6.6,124,0.4,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T13:00:00,66.1,66.1,64.1,93.22,0,0,,0,0,12.8,9.8,70,1015.7,99.5,7.1,63,0.2,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T14:00:00,66.1,66.1,62.2,87.41,0,0,,0,0,11.4,10,59,1016,99.7,9.9,53,0.2,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T15:00:00,66.1,66.1,62.2,87.41,0,0,,0,0,11.4,8,68,1016,100,9.9,51,0.2,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T16:00:00,68.1,68.1,62.2,81.52,0,0,,0,0,10.3,5.9,32,1016,100,9.9,83,0.3,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T17:00:00,67,67,62.1,84.23,0,0,,0,0,8.1,7.8,79,1015.8,100,9.9,84,0.3,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T18:00:00,66.2,66.2,62.1,86.63,0,0,,0,0,8.1,8.7,99,1015.8,100,9.9,14,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T19:00:00,66.2,66.2,62.1,86.63,0,0,,0,0,8.1,8.9,80,1016.1,99.5,9.9,24,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T20:00:00,65.2,65.2,61.2,86.79,0,0,,0,0,6.9,7.8,92,1016.4,100,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T21:00:00,65.2,65.2,61.1,86.71,0,0,,0,0,6.9,6.5,99,1016.6,99.5,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T22:00:00,65.9,65.9,61.2,84.6,0,0,,0,0,6.9,5.6,31,1016.5,100,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-06T23:00:00,65.1,65.1,62.2,90.36,0,0,,0,0,6.9,4.7,23,1017,100,8.5,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T00:00:00,64.1,64.1,61.1,89.81,0.194,100,rain,0,0,6.9,7.8,40,1016.6,100,6.3,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T01:00:00,62.2,62.2,56.5,81.41,0.027,100,rain,0,0,8.1,12,31,1016.3,100,9.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T02:00:00,61.2,61.2,57.1,86.41,0.014,100,rain,0,0,10.3,16.2,33,1015.6,100,9.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T03:00:00,61.1,61.1,57.8,88.97,0.015,100,rain,0,0,11.4,13.3,32,1015.7,100,9.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T04:00:00,61.1,61.1,58.9,92.51,0.016,100,rain,0,0,12.8,12.2,30,1015.7,100,9.7,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T05:00:00,61.1,61.1,58.9,92.51,0.037,100,rain,0,0,13.9,10.9,41,1016.7,100,6.1,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T06:00:00,60.2,60.2,57,89.23,0.096,100,rain,0,0,15,13,59,1016.2,100,6.6,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T07:00:00,60.2,60.2,57.9,91.97,0.025,100,rain,0,0,15,8.9,51,1016.6,100,8.7,17,0.1,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T08:00:00,61.1,61.1,57.9,89.33,0.011,100,rain,0,0,16.1,10.8,78,1017,100,9.9,50,0.2,1,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T09:00:00,62.1,62.1,57.1,83.65,0,0,,0,0,16.1,8.7,69,1016.8,100,9.9,140,0.5,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T10:00:00,63,63,57.1,80.86,0,0,,0,0,16.1,6.8,59,1017.5,96.8,9.9,142,0.5,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T11:00:00,65,65,57.9,77.84,0,0,,0,0,13.9,6.9,67,1017.6,100,9.9,201,0.7,2,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T12:00:00,65.3,65.3,57.9,77.16,0,0,,0,0,13.9,7.8,85,1017.4,99.5,9.9,255,0.9,3,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T13:00:00,66.2,66.2,57.9,74.63,0,0,,0,0,13.9,6.7,67,1017.7,100,9.9,239,0.9,2,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T14:00:00,68,68,60,75.52,0,0,,0,0,15,8,71,1017.6,89.3,9.9,332,1.2,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T15:00:00,69.3,69.3,60,72.31,0,0,,0,0,13.9,9.1,71,1017.5,54.3,9.9,126,0.5,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T16:00:00,69.3,69.3,60.1,72.42,0,0,,0,0,12.8,8.7,74,1017.3,33.3,9.9,81,0.3,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T17:00:00,67.1,67.1,60.1,78.3,0,0,,0,0,11.4,8.8,100,1017.2,89.3,9.9,99,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T18:00:00,66.4,66.4,59,77.26,0,0,,0,0,10.3,8.8,111,1017.4,87,9.9,65,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T19:00:00,65.5,65.5,59.1,79.84,0,0,,0,0,8.1,5.8,99,1017.7,46.5,9.9,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T20:00:00,65.3,65.3,60.1,83.39,0,0,,0,0,6.9,5.7,118,1017.8,87.5,9.9,7,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T21:00:00,64.3,64.3,60.1,86.37,0,0,,0,0,6.9,3.2,136,1018.4,26.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T22:00:00,63.9,63.9,58.9,83.92,0,0,,0,0,5.8,4.2,143,1018.7,26.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-07T23:00:00,63.7,63.7,58.8,84.08,0,0,,0,0,5.8,4.2,143,1018.9,0,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T00:00:00,62.4,62.4,59.8,91.1,0,0,,0,0,5.8,4.2,124,1018.8,1.5,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T01:00:00,62.3,62.3,58.5,87.37,0,0,,0,0,4.7,3,171,1019,0,9.2,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T02:00:00,62.3,62.3,59.6,90.91,0,0,,0,0,4.7,0,0,1019.1,2.6,9.9,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T03:00:00,61.6,61.6,58.6,89.84,0,0,,0,0,3.4,0,0,1019.3,1.5,9.5,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T04:00:00,61.3,61.3,59.5,93.69,0,0,,0,0,4.7,0,0,1019.6,2.6,9.5,0,0,0,10,Clear,clear-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T05:00:00,60.3,60.3,58.2,93.01,0,0,,0,0,4.7,4.2,10,1019.8,26.8,9.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T06:00:00,59.4,59.4,57.2,92.38,0,0,,0,0,5.8,3,29,1020.4,28.7,9,7,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T07:00:00,62.5,62.5,60.6,93.43,0,0,,0,0,6.9,4.2,48,1021,52.6,9.8,80,0.3,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T08:00:00,64.7,64.7,61.8,90.29,0,0,,0,0,8.1,6.3,67,1021.4,52.5,9.9,146,0.5,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T09:00:00,66.8,66.8,61.9,84.39,0,0,,0,0,9.2,6.6,59,1021.9,85,9.9,208,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T10:00:00,68.2,68.2,61.8,79.94,0,0,,0,0,11.4,9.1,72,1021.9,87.5,9.9,460,1.7,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T11:00:00,68.4,68.4,60.8,76.93,0,0,,0,0,12.8,11.2,71,1022.3,87.5,9.9,193,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T12:00:00,68.5,68.5,61.8,79.06,0,0,,0,0,13.9,10.3,70,1022.6,97.7,9.9,182,0.7,2,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T13:00:00,70.4,70.4,61.8,74.2,0,0,,0,0,18.3,10.5,93,1022.3,87.5,9.9,917,3.3,9,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T14:00:00,71.2,71.2,62,72.71,0,0,,0,0,15,11.2,92,1022.3,89.3,9.9,269,1,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-08T15:00:00,69.6,69.6,61.8,76.4,0,0,,0,0,23,11.3,90,1022.1,89.2,9.9,205,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T16:00:00,69.4,69.4,60.1,72.23,0,0,,0,0,17.2,11.5,101,1021.8,89.3,9.9,142,0.5,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T17:00:00,67.1,67.1,60,78.16,0,0,,0,0,13.9,11.3,101,1021.8,96.8,9.9,53,0.2,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T18:00:00,66.1,66.1,60.9,83.35,0,0,,0,0,12.8,12.5,109,1021.9,96.8,9.9,28,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T19:00:00,65.3,65.3,58.7,79.21,0,0,,0,0,11.4,8.3,78,1022.1,100,9.9,8,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T20:00:00,63,63,61.1,93.45,0.021,100,rain,0,0,9.2,6.7,96,1022.3,100,1.9,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T21:00:00,64.1,64.1,62.9,95.64,0.165,100,rain,0,0,8.1,7.5,88,1022,100,4.1,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T22:00:00,64.2,64.2,63,95.84,0.007,100,rain,0,0,8.1,8.7,88,1022,100,8.3,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-08T23:00:00,64.2,64.2,63,95.84,0,0,,0,0,8.1,7.7,89,1021.8,100,9.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T00:00:00,64.2,64.2,63,95.99,0,0,,0,0,6.9,8.8,89,1021.5,100,5.4,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T01:00:00,64.2,64.2,63,95.82,0,0,,0,0,6.9,7.7,88,1021.1,100,1.4,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T02:00:00,64.2,64.2,64,99.36,0,0,,0,0,6.9,8.9,80,1020.5,100,0.6,0,0,0,10,Overcast,fog,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T03:00:00,64.3,64.3,64.1,99.34,0,0,,0,0,6.9,8.8,88,1020,100,0.4,0,0,0,10,Overcast,fog,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T04:00:00,64.3,64.3,64.1,99.43,0.018,100,rain,0,0,6.9,6.5,78,1019.3,100,2.3,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-09T05:00:00,65.1,65.1,64.9,99.5,0.054,100,rain,0,0,6.9,5.4,69,1018.7,100,3.2,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T06:00:00,65.1,65.1,65,99.54,0.018,100,rain,0,0,8.1,3.2,68,1018.6,100,1.6,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T07:00:00,65.1,65.1,65,99.7,0.001,100,rain,0,0,8.1,3.1,67,1018.3,100,0.1,14,0.1,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T08:00:00,66.1,66.1,65.9,99.45,0.004,100,rain,0,0,9.2,3.2,66,1018.2,100,0,54,0.2,1,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T09:00:00,67,67,66.8,99.64,0,0,,0,0,10.3,3.2,73,1017.8,100,0.1,61,0.2,1,10,Overcast,fog,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T10:00:00,69.2,69.2,68,96.05,0.011,100,rain,0,0,12.8,0,0,1017.6,100,1.2,66,0.2,1,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T11:00:00,70.5,70.5,70.3,99.3,0,0,,0,0,15,5.5,70,1016.8,100,1.5,114,0.4,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T12:00:00,71,71,68.7,92.25,0.011,100,rain,0,0,19.7,6,90,1016,99.4,3.5,382,1.4,4,30,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T13:00:00,74.9,74.9,71.5,89.22,0,0,,0,0,19.7,8.3,88,1015.2,95.7,8.3,240,0.9,2,30,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T14:00:00,82.4,88.7,74.1,76.15,0,0,,0,0,26.7,18.3,171,1014.1,95.8,9.9,226,0.8,2,30,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-09T15:00:00,83.3,90.1,74.1,73.95,0,0,,0,0,28.7,17.1,172,1013.2,95.7,9.9,183,0.7,2,30,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-09T16:00:00,83.1,89.9,74.1,74.21,0,0,,0,0,28.9,20.4,180,1012.6,94.9,9.9,142,0.5,1,30,Overcast,cloudy,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
